BUS_SERVICE_NAME_TXT,OPR_DESC_TXT,ORIG_DEST_TXT,BUS_DIRCTN_TXT,BUS_ROUTE_SEQ_NUM,BUS_STOP_CD,BUS_STOP_DESC_TXT,RD_NAM_TXT,LONGTD_TXT,LATTD_TXT,OP_HR_TXT,FARE_TXT
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,1,15,99181,Bef Singapore Aviation Academy,Telok Paku Rd,103.9885031,1.38775413,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,1,16,95171,Prologis,Alps Ave,104.0020734,1.37462795,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,1,17,95181,Menlo Worldwide,Alps Ave,104.0018984,1.37700619,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,1,18,95191,Opp DB Schenker,Alps Ave,104.0009264,1.38009119,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,1,19,95141,Aft Cargo Building D,Airline Rd,103.9981914,1.38138618,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,1,20,95061,SIA Hanger,Airline Rd,103.996539,1.37755167,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,1,21,95051,3rd Cargo Agents,Airline Rd,103.9961958,1.37528324,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,1,22,95041,CIAS Cargo Terminal,Airport Cargo Rd,103.9957004,1.37265452,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,1,23,95039,Airfreight Terminal Building,Airport Cargo Rd,103.9945788,1.37218944,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,1,24,95049,SATS Cargo Terminal,Airport Cargo Rd,103.9944342,1.37359444,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,1,25,95069,Opp SIA Hanger,Airline Rd,103.9964316,1.37789848,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,1,26,95149,Bef Cargo Building D,Airline Rd,103.9978568,1.38128155,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,1,95141,Aft Cargo Building D,Airline Rd,103.9981914,1.38138618,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,2,95061,SIA Hanger,Airline Rd,103.996539,1.37755167,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,3,95051,3rd Cargo Agents,Airline Rd,103.9961958,1.37528324,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,4,95041,CIAS Cargo Terminal,Airport Cargo Rd,103.9957004,1.37265452,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,5,95039,Airfreight Terminal Building,Airport Cargo Rd,103.9945788,1.37218944,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,6,95049,SATS Cargo Terminal,Airport Cargo Rd,103.9944342,1.37359444,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,7,95069,Opp SIA Hanger,Airline Rd,103.9964316,1.37789848,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,8,95149,Bef Cargo Building D,Airline Rd,103.9978568,1.38128155,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,9,95189,Expeditors,Alps Ave,104.0014725,1.37874471,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,10,95179,DHL,Alps Ave,104.0022164,1.37635787,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,11,99189,Singapore Aviation Academy,Telok Paku Rd,103.9897164,1.38841417,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,12,98079,Opp Loyang Way 4/Soxal,Loyang Ave,103.9787007,1.37859017,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,13,98069,Aft Engine Test Facility,Loyang Ave,103.9767787,1.37571022,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,14,98139,Aft Loyang Way 1,Loyang Way,103.9723601,1.37394092,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,15,98129,Opp Krislite Building,Loyang Way,103.970533,1.37213167,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,16,75059,Bef Tampines West Station,Tampines Ave 1,103.9402169,1.34471169,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,17,76289,Blk 801,Tampines Ave 4,103.9381457,1.34738728,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,18,75079,Blk 819,Tampines Ave 3,103.9370122,1.34858249,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,19,75089,Blk 827,Tampines Ave 3,103.9340473,1.34977146,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,20,75109,Blk 888,Tampines Ave 3,103.9310242,1.3511514,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,21,75151,Opp Blk 871A,Tampines Ave 8,103.9314521,1.35451781,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,22,75141,Blk 730,Tampines Ave 5,103.9337789,1.35625,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,23,75131,Bet Blks 701/702,Tampines Ave 5,103.9370965,1.35594818,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,24,75261,Bet Blks 710/713,Tampines Ave 6,103.9379678,1.35801998,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,2,25,75271,Blk 721,Tampines Ave 9,103.936015,1.36024833,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,1,65611,Nibong Stn Exit B,Punggol Way,103.9003026,1.41138059,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,2,65601,Sumang Station Exit B,Punggol Ctrl,103.89849,1.40769806,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,3,65141,Aft Soo Teck Station,Punggol Way,103.8971639,1.40454806,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,4,65339,Blk 268C,Punggol Field,103.8980439,1.40313307,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,5,65251,Punggol Station/Waterway Point,Punggol Ctrl,103.9029962,1.40502619,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,6,65221,Blk 303D,Punggol Ctrl,103.9048076,1.40402843,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,7,65281,Punggol Sec/Blk 601B,Punggol Ctrl,103.9078331,1.40201165,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,8,65271,Opp Blk 188,Punggol Ctrl,103.910274,1.400166,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,9,65261,Blk 649,Punggol Ctrl,103.9147884,1.39695155,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,10,98121,Krislite Building,Loyang Way,103.970232,1.37205479,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,11,98131,Bef Loyang Way 1,Loyang Way,103.9722588,1.37411403,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,12,98061,Opp Engine Test Facility,Loyang Ave,103.9771662,1.3765281,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,13,98071,Loyang Way 4/Soxal,Loyang Ave,103.9783893,1.37965444,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,14,99181,Bef Singapore Aviation Academy,Telok Paku Rd,103.9885031,1.38775413,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,15,95171,Prologis,Alps Ave,104.0020734,1.37462795,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,16,95181,Menlo Worldwide,Alps Ave,104.0018984,1.37700619,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,17,95191,Opp DB Schenker,Alps Ave,104.0009264,1.38009119,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,18,95141,Aft Cargo Building D,Airline Rd,103.9981914,1.38138618,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,19,95061,SIA Hanger,Airline Rd,103.996539,1.37755167,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,20,95051,3rd Cargo Agents,Airline Rd,103.9961958,1.37528324,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,21,95041,CIAS Cargo Terminal,Airport Cargo Rd,103.9957004,1.37265452,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,22,95039,Airfreight Ter Building,Airport Cargo Rd,103.9945788,1.37218944,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,23,95049,SATS Cargo Terminal,Airport Cargo Rd,103.9944342,1.37359444,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,24,95069,Opp SIA Hanger,Airline Rd,103.9964316,1.37789848,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,1,25,95149,Bef Cargo Building D,Airline Rd,103.9978568,1.38128155,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,1,95141,Aft Cargo Building D,Airline Rd,103.9981914,1.38138618,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,2,95061,SIA Hanger,Airline Rd,103.996539,1.37755167,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,3,95051,3rd Cargo Agents,Airline Rd,103.9961958,1.37528324,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,4,95041,CIAS Cargo Terminal,Airport Cargo Rd,103.9957004,1.37265452,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,5,95039,Airfreight Terminal Building,Airport Cargo Rd,103.9945788,1.37218944,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,6,95049,SATS Cargo Terminal,Airport Cargo Rd,103.9944342,1.37359444,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,7,95069,Opp SIA Hanger,Airline Rd,103.9964316,1.37789848,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,8,95149,Bef Cargo Building D,Airline Rd,103.9978568,1.38128155,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,9,95189,Expeditors,Alps Ave,104.0014725,1.37874471,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,10,95179,DHL,Alps Ave,104.0022164,1.37635787,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,11,99189,Singapore Aviation Academy,Telok Paku Rd,103.9897164,1.38841417,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,12,98079,Opp Loyang Way 4/Soxal,Loyang Ave,103.9787007,1.37859017,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,13,98069,Aft Engine Test Facility,Loyang Ave,103.9767787,1.37571022,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,14,98139,Aft Loyang Way 1,Loyang Way,103.9723601,1.37394092,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,15,98129,Opp Krislite Building,Loyang Way,103.970533,1.37213167,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,16,65269,Blk 162B,Punggol Ctrl,103.9146722,1.39671015,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,17,65279,Bet Blks 187/188,Punggol Ctrl,103.9110341,1.39929726,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,18,65289,Opp Punggol Sec/Blk 195E,Punggol Ctrl,103.9076298,1.40173746,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,19,65229,Blk 298,Punggol Ctrl,103.9055693,1.40320219,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,20,65259,Punggol Station/Interchange,Punggol Ctrl,103.9018719,1.40535194,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,21,65331,Opp Blk 268D,Punggol Field,103.8985181,1.402865,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,22,65149,Bef Soo Teck Station,Punggol Way,103.8969248,1.40444047,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,23,65609,Sumang Station Exit A,Punggol Ctrl,103.8981261,1.40774611,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
LCS2 (Punggol) ,SBS Transit Ltd,Punggol Way - Airline Road,2,24,65619,Nibong Station Exit A,Punggol Way,103.9000028,1.41153764,Two trips at 5.45pm and 6.15pm, $3.20 (card) 
PBS TM3,Dynacle Connections Pte Ltd,Tampines Avenue 2 to Jalan Bukit Merah,1,1,76071,Blk 141,Tampines Avenue 2,103.9451781,1.34802639,One trip at 7.16am,"PRE-BOOKING REQUIRED
$7.50 per trip (via operator's app/website)
Bulk options available
10 trips: $66 ($6.60/trip)
20 trips: $124 ($6.20/trip)
For booking details and further information, please contact the operator directly."
PBS TM3,Dynacle Connections Pte Ltd,Tampines Avenue 2 to Jalan Bukit Merah,1,2,76081,Opp The Holy Trinity Ch,Tampines Avenue 2,103.9493231,1.34950194,One trip at 7.16am,"PRE-BOOKING REQUIRED
$7.50 per trip (via operator's app/website)
Bulk options available
10 trips: $66 ($6.60/trip)
20 trips: $124 ($6.20/trip)
For booking details and further information, please contact the operator directly."
PBS TM3,Dynacle Connections Pte Ltd,Tampines Avenue 2 to Jalan Bukit Merah,1,3,76091,Blk 206,Tampines Avenue 2,103.9527517,1.35071636,One trip at 7.16am,"PRE-BOOKING REQUIRED
$7.50 per trip (via operator's app/website)
Bulk options available
10 trips: $66 ($6.60/trip)
20 trips: $124 ($6.20/trip)
For booking details and further information, please contact the operator directly."
PBS TM3,Dynacle Connections Pte Ltd,Tampines Avenue 2 to Jalan Bukit Merah,1,4,76311,Blk 460,Tampines Avenue 9,103.9553566,1.35791502,One trip at 7.16am,"PRE-BOOKING REQUIRED
$7.50 per trip (via operator's app/website)
Bulk options available
10 trips: $66 ($6.60/trip)
20 trips: $124 ($6.20/trip)
For booking details and further information, please contact the operator directly."
PBS TM3,Dynacle Connections Pte Ltd,Tampines Avenue 2 to Jalan Bukit Merah,1,5,76341,Blk 464,Tampines Avenue 9,103.9553501,1.35976305,One trip at 7.16am,"PRE-BOOKING REQUIRED
$7.50 per trip (via operator's app/website)
Bulk options available
10 trips: $66 ($6.60/trip)
20 trips: $124 ($6.20/trip)
For booking details and further information, please contact the operator directly."
PBS TM3,Dynacle Connections Pte Ltd,Tampines Avenue 2 to Jalan Bukit Merah,1,6,76351,Blk 484,Tampines Avenue 9,103.9530913,1.36213822,One trip at 7.16am,"PRE-BOOKING REQUIRED
$7.50 per trip (via operator's app/website)
Bulk options available
10 trips: $66 ($6.60/trip)
20 trips: $124 ($6.20/trip)
For booking details and further information, please contact the operator directly."
PBS TM3,Dynacle Connections Pte Ltd,Tampines Avenue 2 to Jalan Bukit Merah,1,7,76361,Blk 430,Tampines Avenue 9,103.9503227,1.36002525,One trip at 7.16am,"PRE-BOOKING REQUIRED
$7.50 per trip (via operator's app/website)
Bulk options available
10 trips: $66 ($6.60/trip)
20 trips: $124 ($6.20/trip)
For booking details and further information, please contact the operator directly."
PBS TM3,Dynacle Connections Pte Ltd,Tampines Avenue 2 to Jalan Bukit Merah,1,8,76541,Citylife@ Tampines,Tampines Avenue 9,103.940633,1.360247,One trip at 7.16am,"PRE-BOOKING REQUIRED
$7.50 per trip (via operator's app/website)
Bulk options available
10 trips: $66 ($6.60/trip)
20 trips: $124 ($6.20/trip)
For booking details and further information, please contact the operator directly."
PBS TM3,Dynacle Connections Pte Ltd,Tampines Avenue 2 to Jalan Bukit Merah,1,9,75271,Blk 721,Tampines Avenue 9,103.936015,1.36024833,One trip at 7.16am,"PRE-BOOKING REQUIRED
$7.50 per trip (via operator's app/website)
Bulk options available
10 trips: $66 ($6.60/trip)
20 trips: $124 ($6.20/trip)
For booking details and further information, please contact the operator directly."
